TRDAR_NO,TRDAR_NM,SIGNGU_CD,SIGNGU_NM,LINK_CNT,MINM_TXTR,MAX_TXTR,AVE_TXTR,DIFF_TXTR
9979,이천종합터미널_2,41500,이천시,82,5.1,1520.1,389.1,1131
9980,이천종합터미널_4,41500,이천시,40,4.1,784.6,215.8,568.8
9981,이천종합터미널_5,41500,이천시,45,4.1,784.6,287.7,496.9
9982,장호원버스터미널,41500,이천시,83,5.5,535.6,112.7,422.9
9983,신장시장,41450,하남시,40,33.9,613.9,156.6,457.3
9984,판교역,41135,성남시 분당구,88,39.4,3645.7,510.5,3135.2
9985,가평읍,41820,가평군,168,1.8,269.6,60.7,208.9
9986,가평터미널,41820,가평군,116,1.7,287,63.4,223.6
9987,청평시외버스터미널,41820,가평군,74,1.6,158.4,39.5,118.9
9988,돌다리사거리_1,41310,구리시,46,3,2313.1,738.3,1574.8
9989,돌다리사거리_2,41310,구리시,38,3,2313.1,774.9,1538.2
9990,돌다리사거리_3,41310,구리시,40,3,2313.1,636.1,1677
9991,돌다리사거리_4,41310,구리시,35,3,2313.1,611.9,1701.2
9992,구리등기소,41310,구리시,40,1.7,903.2,244.7,658.5
9993,덕소초등학교앞,41360,남양주시,42,2.9,352.3,133.5,218.8
9994,마석역,41360,남양주시,64,52.2,649,265.6,383.4
9995,심석고등학교,41360,남양주시,192,0.6,636.2,111.3,524.9
9996,장현초등학교,41360,남양주시,43,39.4,547.6,265,282.6
9997,평내동주민센터,41360,남양주시,91,1.2,841.8,105.1,736.7
9998,평내호평역,41360,남양주시,188,0.2,846.7,128.4,718.3
9999,중앙시장,41250,동두천시,34,40.6,2474.8,789.9,1684.9
