trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_txtr,max_txtr,ave_txtr
10000,지행역,41250,동두천시,60,54.9,1941.8,466
10001,전곡터미널,41800,연천군,98,0.2,223,43.8
10002,가능역,41150,의정부시,65,16,1039,343.3
10003,경기도청북부청사역_1,41150,의정부시,105,1.9,518.4,89.4
10004,경기도청북부청사역_2,41150,의정부시,103,11.5,1015.4,139.8
10005,의정부역_1,41150,의정부시,83,10.8,1987.8,342.9
10006,의정부역_2,41150,의정부시,83,3.5,1987.8,356.3
10007,젊음의거리_1,41150,의정부시,26,333.1,2709.8,1203.1
10008,젊음의거리_2,41150,의정부시,94,2.4,2709.8,617
10009,송우리시외버스터미널_1,41650,포천시,62,11.1,645.2,197.9
10010,송우리시외버스터미널_2,41650,포천시,79,0.2,645.2,149
10011,일동면,41650,포천시,40,1.5,397.7,106.9
10012,포천시외버스터미널_1,41650,포천시,74,0.1,274.4,69.1
10013,포천시외버스터미널_2,41650,포천시,36,4.3,274.4,73.9
10014,가능역2-3번출구,41150,의정부시,93,1.9,1039,287.3
10015,덕소역,41360,남양주시,48,2.9,396,129.7
10016,고촌읍사무소,41570,김포시,74,1.4,1320.6,222.6
10017,김포시청_1,41570,김포시,63,7.9,903.6,156.7
10018,김포시청_2,41570,김포시,91,2.1,903.6,162.1
10019,장기사거리,41570,김포시,211,0.1,484,44.5
10020,통진우체국,41570,김포시,74,1.3,1041.5,181.3
10021,부천역,41190,부천시,0,0,0,0
10022,역곡역_1,41190,부천시,0,0,0,0
10023,원종사거리,41190,부천시,0,0,0,0
10024,부개역,41190,부천시,17,13,796.3,288.9
10025,부천시청,41190,부천시,0,0,0,0
10027,상동역_1,41190,부천시,0,0,0,0
10028,상동역_2,41190,부천시,0,0,0,0
10029,상동역_3,41190,부천시,0,0,0,0
10030,상동역_4,41190,부천시,0,0,0,0
10031,송내 영화의거리,41190,부천시,0,0,0,0
10033,신중동역,41190,부천시,0,0,0,0
10034,역곡역_2,41190,부천시,0,0,0,0
10035,고양시청_1,41281,고양시 덕양구,44,71.9,1120.1,303.2
10036,고양시청_2,41281,고양시 덕양구,46,59.5,1120.1,286
10037,덕양구청,41281,고양시 덕양구,49,10.4,330.4,116.6
10038,행신1동주민센터,41281,고양시 덕양구,66,8.1,768.2,171.6
10039,행신역,41281,고양시 덕양구,80,6.9,442.6,85.6
10040,화정역_1,41281,고양시 덕양구,89,24.4,457.8,166
10041,화정역_2,41281,고양시 덕양구,66,27.8,457.8,175.7
10042,마두역_1,41285,고양시 일산동구,40,1.5,1469.9,367.1
10043,마두역_2,41285,고양시 일산동구,115,16.5,1469.9,315.6
10044,백석역_1,41285,고양시 일산동구,114,51.7,1423.1,253.7
10045,백석역_2,41285,고양시 일산동구,68,55.6,908.5,291.3
10046,백석역_3,41285,고양시 일산동구,64,21.6,908.5,311.1
10047,정발산역_1,41285,고양시 일산동구,96,45.6,1406.8,283.5
10048,정발산역_2,41285,고양시 일산동구,136,53.8,1040.5,237.1
10049,정발산역_3,41285,고양시 일산동구,124,8.3,1231.8,295.8
10050,정발산역_4,41285,고양시 일산동구,90,34.9,1040.5,283.4
10051,정발산역_5,41285,고양시 일산동구,94,34.9,1231.8,360.6
10052,대화역_1,41287,고양시 일산서구,50,2.6,1089.4,263.2
10053,일산역,41287,고양시 일산서구,84,4.9,647.1,83.1
10055,주엽역_1,41287,고양시 일산서구,20,123.3,998.5,326.8
10056,주엽역_2,41287,고양시 일산서구,34,68.2,1013,338.5
10060,파주출판산업단지,41480,파주시,191,0.1,147.7,13.8
10061,금릉역,41480,파주시,58,8.8,316,131.8
10062,금촌역_1,41480,파주시,153,5.2,646.3,111.4
10063,금촌역_2,41480,파주시,233,0.1,784.1,155.3
10064,문산시외버스터미널,41480,파주시,60,5.8,882.8,316.2
10065,법원사거리,41480,파주시,41,2.5,159.8,47.1
10066,대화역_2,41287,고양시 일산서구,50,2.6,1089.4,266
10067,정부과천청사역_1,41290,과천시,36,85,655.8,307.8
10068,정부과천청사역_2,41290,과천시,18,77.5,655.8,310.7
10069,금정역,41410,군포시,28,102,2210.7,583.9
10070,산본역,41410,군포시,80,25.8,1859.6,658.1
10071,계원예술대학교,41430,의왕시,68,59.7,1381.2,479.8
10072,관양사거리,41173,안양시 동안구,83,71.1,1711.2,669
10073,범계역,41173,안양시 동안구,85,218.5,4439.6,1274.6
10074,인덕원역,41173,안양시 동안구,52,16.9,2178.9,998.9
10076,평촌먹거리촌,41173,안양시 동안구,88,35.9,1244.5,579.8
10077,평촌역,41173,안양시 동안구,100,58.5,2131.2,792.9
10078,호계사거리,41173,안양시 동안구,32,117.5,3598.4,1123
10079,명학역_1,41171,안양시 만안구,44,197.5,4014.2,1205.5
10080,성결대,41171,안양시 만안구,34,207.1,4014.2,1236
10081,안양대앞,41171,안양시 만안구,37,385.7,3382.3,1307.5
10082,남부시장,41171,안양시 만안구,48,62.5,3818.4,1468
10083,안양1번가,41171,안양시 만안구,56,75.6,3818.4,1509.4
10084,안양3동,41171,안양시 만안구,54,120,3817.8,1282
10086,안양중앙시장,41171,안양시 만안구,52,120,3817.8,1448.9
10087,고잔역,41273,안산시 단원구,128,3.4,2886.8,166.8
10089,별망중학교앞,41273,안산시 단원구,48,33.6,312.8,150.7
10090,선부광장,41273,안산시 단원구,52,84.9,1014.6,374.1
10091,호수동상점가,41273,안산시 단원구,110,28.1,939.9,257
10093,안산참치골목,41273,안산시 단원구,98,28.1,939.9,289.9
10094,도리섬상점가상권,41273,안산시 단원구,113,23.6,939.9,294.3
10096,안산다문화거리,41273,안산시 단원구,60,22.1,2507.2,617.4
10097,중앙역,41273,안산시 단원구,54,161.8,3547.6,953.2
10098,초지동주민센터,41273,안산시 단원구,68,12.7,355,129
10099,상록수역,41271,안산시 상록구,34,207.3,1383.5,641
10100,송호고등학교앞,41271,안산시 상록구,116,1.5,1479.4,279.7
10101,한대앞역,41271,안산시 상록구,168,1,1229.5,134.8
10102,구월동로데오거리,28200,남동구,42,97.4,3405.3,1556.8
10103,인천지방법원,28177,미추홀구,22,302.1,2164.2,929.8
10104,인하대 후문,28177,미추홀구,13,249,4918.3,1909.5
10105,주안2동,28177,미추홀구,24,886.4,2986.4,1951.8
10106,주안6동,28177,미추홀구,28,536.9,4018.8,1971.2
10107,주안역_1,28177,미추홀구,38,267.1,4208.3,1784.4
10108,주안역_2,28177,미추홀구,39,267.1,6232.8,2107.1
10109,주안역_3,28177,미추홀구,44,267.1,6232.8,1960.6
10110,가천의대길병원,28200,남동구,44,324.5,2567.9,1131.7
10111,간석오거리역,28200,남동구,34,300,5327.9,2049.5
10112,구월4동,28200,남동구,24,566.4,2258.8,1237.4
10113,논현역,28200,남동구,68,5.1,1171.2,334.3
10114,만수1동,28200,남동구,22,487.7,1639.1,878.4
10115,만수2동,28200,남동구,24,136.5,1064.2,463
10116,만수6동_1,28200,남동구,34,112.1,923.3,366.9
10117,만수6동_2,28200,남동구,24,112.1,923.3,368.9
10118,인천소래포구,28200,남동구,81,7.1,1023.2,269.6
10119,인천시청_1,28200,남동구,41,324.5,2567.9,1232.1
10120,인천시청_2,28200,남동구,62,50.9,3921,1254.2
10121,동춘2동,28185,연수구,34,23.8,691.8,302.3
10122,송도1동,28185,연수구,49,23.9,1530.9,374.2
10123,연수2동_1,28185,연수구,105,14.4,1775.9,456.6
10124,연수2동_2,28185,연수구,77,14.4,1180.2,394.1
10125,연수역_1,28185,연수구,102,37.3,1775.9,398.7
10126,연수역_2,28185,연수구,142,6.4,1775.9,270.6
10127,동인천역,28110,중구,28,195.2,1324.3,697.9
10128,신포시장,28110,중구,36,81.9,1652.1,532.4
10129,연안부두,28110,중구,22,85.1,425.6,274.2
10130,운서동,28110,중구,110,0.3,1399.6,230.2
10131,송도신도시_1,28185,연수구,74,43.5,602.9,212.3
10132,송도신도시_2,28185,연수구,58,33.1,2102.4,431
10133,강화군청,28710,강화군,76,0.3,413.2,50.8
10134,경인교대입구역,28245,계양구,16,566.2,2418.8,1392.3
10135,경인교대입구역_1,28245,계양구,16,566.2,2418.8,1392.3
10136,경인교대입구역_2,28245,계양구,16,566.2,2418.8,1392.3
10137,계산4동_1,28245,계양구,98,53.2,2348.4,369.3
10139,계산역,28245,계양구,16,429,2034.9,1251.7
10141,임학역,28245,계양구,22,250.7,1927.4,1044.6
10142,작전서운동,28245,계양구,221,6.3,2348.4,430.6
10143,굴포천역,28237,부평구,65,92.6,3482.9,667.4
10144,동암역_2,28237,부평구,30,490.2,3226.8,1334
10145,동암역_3,28237,부평구,26,155,2581.5,987.5
10146,부평시장,28237,부평구,38,710.4,5328.9,1796.9
10147,부평역_1,28237,부평구,24,316.9,5328.9,2241
10148,부평역_2,28237,부평구,29,1136.5,5328.9,2545.6
10149,부평역_3,28237,부평구,41,125.9,5328.9,1612
10150,부평문화의거리,28237,부평구,32,710.4,5328.9,2253.8
10151,부평해물탕거리,28237,부평구,20,1105.3,5328.9,2230
10152,가정1동,28260,서구,16,434.4,1487.2,860.5
10153,엠파크타워,28260,서구,58,0.6,805.1,261.2
10154,검단1동,28260,서구,138,5.7,979.3,165.3
10155,발산초등학교,28260,서구,82,5.8,895.7,97.9
10156,서구청역_1,28260,서구,82,31.3,1510.4,491
10157,서구청역_2,28260,서구,60,31.3,1291.6,506.7
10158,검단먹거리타운,28260,서구,77,2.2,979.3,186.9
10159,완정역,28260,서구,72,18,764,252.5
10161,동암역_1,28237,부평구,26,490.2,3226.8,1622.2
10162,동춘당공원,30230,대덕구,108,32,857.7,274.5
10164,관저2동,30170,서구,102,8.7,1790.1,299.2
10166,대전문화예술의전당,30170,서구,70,45,2634.5,577.9
10167,청사시외버스정류장,30170,서구,46,133.1,1709.3,573.7
10168,둔산2동_1,30170,서구,134,78.7,7319.4,1302.3
10169,둔산2동_2,30170,서구,94,81,3838.7,894.8
10170,둔산2동_4,30170,서구,116,21.5,3838.7,793.9
10171,시청역,30170,서구,176,11.4,1961,492.7
10173,용문역_1,30170,서구,39,288.7,5187.1,1891.2
10176,월평역,30170,서구,58,273.5,2711.5,1236.7
10177,관평동,30200,유성구,122,5.5,799.3,208.8
10178,구즉동,30200,유성구,42,31.3,684.9,276.6
10179,노은2동_1,30200,유성구,50,6.8,659.5,231
10180,노은2동_2,30200,유성구,82,3.6,606.1,137.1
10181,온천1동_1,30200,유성구,118,34.5,1837.7,441.9
10182,온천1동_2,30200,유성구,151,27.6,2049.4,609.9
10183,도안상권,30170,서구,124,2.3,1502.8,185.3
10184,궁동,30200,유성구,39,6.5,2602.7,824.1
10185,신성동,30200,유성구,119,3.2,697.9,163.9
10186,가오동,30110,동구,117,2.6,886.2,221
10187,대전복합터미널,30110,동구,46,621.3,3988.9,1439.9
10188,대전역,30110,동구,43,813.1,5658.3,2078.4
10189,대전중앙시장,30110,동구,68,391.2,5658.3,1423.2
10190,대흥동,30140,중구,75,12.9,3512.7,1266.5
10191,산성시장,30140,중구,22,3.4,175.9,86.1
10192,선화동_1,30140,중구,51,434.6,3512.7,1438.4
10193,선화동_2,30140,중구,36,1077.4,3512.7,2006
10194,오류동먹자골목,30140,중구,60,22.7,3126.6,1117
10195,은행동,30140,중구,73,12.9,3512.7,1326.3
10196,태평동,30140,중구,30,877.9,2383,1569.1
10197,배방읍,44200,아산시,143,0.7,393.1,74.6
10198,온양온천_1,44200,아산시,138,15.8,1479.7,472.2
10199,온양온천_2,44200,아산시,222,3.6,1479.7,362.8
10200,신례원역,44810,예산군,20,18.4,190.8,84.1
10201,예산역,44810,예산군,45,3,593.2,180.2
10202,예산읍,44810,예산군,102,0.4,308.6,64
10203,예산종합터미널,44810,예산군,158,1.7,255.1,50.8
10204,부성동,44133,천안시 서북구,0,0,0,0
10205,불당동,44133,천안시 서북구,0,0,0,0
10206,성정2동,44133,천안시 서북구,0,0,0,0
10207,성환읍,44133,천안시 서북구,0,0,0,0
10208,신방동_1,44131,천안시 동남구,0,0,0,0
10209,신방동_2,44131,천안시 동남구,0,0,0,0
10210,신부동먹자골목,44131,천안시 동남구,0,0,0,0
10211,쌍용동먹자골목,44133,천안시 서북구,0,0,0,0
10212,쌍용동용암마을,44133,천안시 서북구,0,0,0,0
10213,쌍용동월봉지구,44133,천안시 서북구,2,225,267.1,246.1
10214,천안역,44131,천안시 동남구,0,0,0,0
10215,천안종합버스터미널,44131,천안시 동남구,0,0,0,0
10216,계룡엄사,44250,계룡시,184,0.8,962.2,123
10217,금산읍,44710,금산군,44,0.2,16.1,5.2
10218,강경시외버스터미널,44230,논산시,32,1.7,555.9,134.1
10219,논산시네마,44230,논산시,34,3.1,1355.6,375.4
10220,논산시외터미널,44230,논산시,108,48.7,1784.5,378
10221,연무읍,44230,논산시,42,4.4,1159.9,181.5
10222,부여시외버스터미널,44760,부여군,47,0.8,105.3,28.9
10223,서천시외버스터미널,44770,서천군,186,1.2,153.2,37.7
10224,당진1동,44270,당진시,185,4.3,431.7,101.6
10225,합덕읍,44270,당진시,149,0.5,98,20.4
10226,대천1동,44180,보령시,199,6.3,2040.1,507
10227,대천2동,44180,보령시,176,9.4,2040.1,375.9
10228,동대동,44180,보령시,236,8.9,1851.5,294.1
10229,동문1동,44210,서산시,151,7,743.3,142.1
10230,서산공용버스터미널,44210,서산시,167,7.1,1222,241.5
10231,읍내동,44210,서산시,127,7.1,1057.6,289.5
10232,태안읍_1,44825,태안군,313,0.5,656.1,65.5
10233,태안읍_2,44825,태안군,339,0.4,656.1,38.5
10235,조치원_2,36110,세종특별자치시,100,12.7,740.7,189.4
10236,중동4거리,44150,공주시,53,12.2,742.9,278.6
10237,청양시외버스터미널,44790,청양군,155,0.2,529.5,31.8
10238,공주대학교,44150,공주시,118,16.5,707,220.1
10239,광혜원면,43750,진천군,48,4.1,723.6,284.5
10240,진천읍,43750,진천군,188,0.5,2478.4,421.3
10241,오창,43114,청주시 청원구,0,0,0,0
10242,강서동,43113,청주시 흥덕구,148,49.8,12778.8,1192
10243,공구상가,43113,청주시 흥덕구,70,95.1,2735.2,1025.7
10244,구법원,43111,청주시 상당구,58,254.4,5268.3,1746.6
10245,산남동,43112,청주시 서원구,0,0,0,0
10246,분평동,43112,청주시 서원구,0,0,0,0
10247,상당구청,43114,청주시 청원구,0,0,0,0
10248,성안길육거리,43111,청주시 상당구,151,102,5523.2,1495
10249,성화,43112,청주시 서원구,0,0,0,0
10250,용담동광장,43111,청주시 상당구,80,53.2,2320.2,938.8
10251,용암1지구,43111,청주시 상당구,68,78.1,2657.3,1033.3
10252,청주고속버스터미널,43113,청주시 흥덕구,194,21.5,12778.8,1181.3
10253,청주법원,43112,청주시 서원구,0,0,0,0
10254,청주산업단지,43113,청주시 흥덕구,208,2.4,2071.8,328.8
10255,교육청,43112,청주시 서원구,0,0,0,0
10256,충대중문,43112,청주시 서원구,2,7443.1,9151.7,8297.4
10257,홈플러스,43113,청주시 흥덕구,48,17.9,2552,638.7
10258,흥덕구청,43113,청주시 흥덕구,67,95.1,3686.5,1241.8
10259,농수산물시장,43113,청주시 흥덕구,68,24.9,3645.7,809
10260,연수상가,43130,충주시,104,24.4,2911.2,794.6
10261,충주시청,43130,충주시,111,24.5,2911.2,580.7
10262,성내.충인,43130,충주시,159,3.5,4349.2,1356.7
10263,신연수동,43130,충주시,102,73.9,2459.7,847
10264,단양구경시장,43800,단양군,69,0.1,10.7,2.6
10265,중앙.의림동,43150,제천시,145,2.4,446.6,136.3
10266,제천시외버스터미널,43150,제천시,74,2.4,367.7,139.2
10267,대명리조트앞,43800,단양군,20,0.2,7.6,3.6
10268,괴산시외버스공용터미널,43760,괴산군,149,6.3,298.9,54.7
10269,무극공용버스터미널,43770,음성군,163,3.1,901,156.5
10270,음성읍,43770,음성군,210,3.8,741.5,133.6
10271,증평군청,43745,증평군,153,8.7,1167.5,240.9
10272,보은읍,43720,보은군,54,11.1,1054.6,294
10273,영동읍,43740,영동군,85,0.7,2241.5,530.4
10274,옥천읍,43730,옥천군,60,18.2,1136.8,281.9
10275,충북혁신도시,43770,음성군,290,0.7,438.4,53.3
10276,북한산보국문역,11290,성북구,26,37.1,587.7,237.1
10277,정릉역,11290,성북구,69,22.1,1394.9,399
10280,시흥시청,41390,시흥시,110,0.1,706.2,39.9
10282,구래역,41570,김포시,84,5.7,732.5,205.6
10284,원주혁신도시,51130,원주시,251,0.5,886.6,198.1
10285,상무지구3,29140,서구,72,0.1,1779.8,318
10286,진월동,29155,남구,59,5.4,1450.8,399.5
10287,봉선동2,29155,남구,38,89.9,788.6,370.4
10288,양림동,29155,남구,37,115.6,641.2,336.2
10289,쌍촌동1,29140,서구,157,1.7,6660.4,554.8
10290,쌍촌동2,29140,서구,287,1.8,1442.5,186.5
10291,동천동,29140,서구,60,70,1304.4,453.2
10292,유촌동,29140,서구,78,2.9,386.4,91.5
10293,풍암동1,29140,서구,40,135.9,743.6,348.2
10294,풍암동2,29140,서구,187,3.6,1197.5,90.4
10295,화정동,29140,서구,47,21.7,2410.4,633.4
10297,의왕역,41430,의왕시,73,6.6,990.9,151
10298,대호동상권,46170,나주시,92,6.4,477.4,139.5
10299,당정동,41410,군포시,75,2.4,1909.5,279.4
10301,계양산전통시장상권,28245,계양구,10,483.4,1605.6,1131.3
10302,서부산유통단지-1,26440,강서구,98,0.1,1890.6,101
10303,서부산유통단지-2,26440,강서구,130,0.1,1890.6,119.7
10305,명지1동(명지국제신도시-1),26440,강서구,191,1,1152.7,101.8
10306,명지1동(명지국제신도시-2),26440,강서구,121,2,1360.5,246.5
10308,명지오션시티-1,26440,강서구,110,3.8,1784.6,309.7
10309,명지오션시티-2,26440,강서구,166,3.4,1784.6,151
10310,명지신호산단-1,26440,강서구,154,0.3,890,151.6
10313,율하광장,27140,동구,26,86.4,642.8,269.6
10315,동촌유원지,27140,동구,17,402.8,3481.1,1382.1
10316,대구혁신도시,27140,동구,35,14.5,324.2,128.9
10317,팔공산 동화사,27140,동구,10,6.2,79.5,33
10320,금호지구,27230,북구,53,8.8,422.1,150.1
10323,고성동,27230,북구,13,422.6,1359.8,824.6
10325,침산네거리,27230,북구,30,18.3,1560.9,597.3
10328,호수공원 예천동 상권,44210,서산시,219,1.3,666.4,184.1
10329,홍성명동상점가,44800,홍성군,58,9.2,755.2,236.4
10330,해미시장,44210,서산시,22,12.1,115.3,46.6
10331,원도심 상권,44270,당진시,136,0.9,308.5,49.5
10332,당진버스터미널,44270,당진시,52,0.5,374.4,95.5
10333,문경 중앙시장,47280,문경시,82,16.1,1116.4,291.4
10335,나주혁신도시,46170,나주시,148,7.4,938.2,183
10337,담양 메타프로방스 상권,46710,담양군,18,0.9,228.3,82.3
10338,영광 법성포 상권,46870,영광군,98,1.8,292.6,43.9
10339,영산포  상권,46170,나주시,60,1.6,484.2,140.7
10346,청라 커널웨이  수변공원,28260,서구,43,178.5,4002.5,658.2
10349,김천구미역,47150,김천시,60,51,2147.2,398.7
10350,황리단길,47130,경주시,40,218.7,2480.3,1216.3
10351,하양역,47290,경산시,30,0.5,547.7,223.2
10352,산동면1,47190,구미시,150,0.2,220.6,37.3
10353,강남동(kbs방송국) 상권,51110,춘천시,107,26.3,5039.6,1267.8
10354,"칠금,금릉동",43130,충주시,69,137.1,4190,1194.9
10355,구례읍,46730,구례군,53,3.3,448.7,108.5
10356,보성읍,46780,보성군,50,24,616.1,177.2
10357,용산동,43130,충주시,127,32.1,1550.5,485.7
10358,호암지구,43130,충주시,53,4.4,1061.7,381.2
10359,송악 부곡공단 상권,44270,당진시,119,0.4,578.9,58.5
10360,모현동 2,45140,익산시,86,2.3,319.7,100.9
10361,청도읍,47820,청도군,56,13.8,458.1,165.9
10362,설악로데오거리 상권,51210,속초시,49,142.3,5144.8,1782.6
10364,간성시장 상권,51820,고성군,134,1.7,863.4,104.8
10365,원통시내 상권,51810,인제군,64,1.9,769.7,137.4
10366,무선지구,46130,여수시,272,1,3189.9,297.2
10367,원평동3,47190,구미시,48,55.3,1662,420.5
10368,아주대삼거리_4,41117,수원시 영통구,24,223,1841,883.5
10369,기흥역,41463,용인시 기흥구,0,0,0,0
10370,유천택지,51150,강릉시,60,4.5,7501.8,742.7
10371,부산대병원상권,26140,서구,34,370.5,4479.9,2072.4
10372,동아대부민캠퍼스,26140,서구,37,272.5,3285,1797.7
10373,동대신동역,26140,서구,36,272.5,3967.5,1708.7
10374,동아대병원,26140,서구,28,390.8,2379.4,1335.7
10375,하단역 3,26380,사하구,32,395.5,5513.8,2314.8
10376,다대포항역,26380,사하구,25,186.2,1604.8,675.4
9138,공덕역_1,11440,마포구,49,75.5,1674.8,548.5
9139,공덕역_2,11440,마포구,61,7.1,1674.8,413.2
9140,디지털미디어시티,11440,마포구,84,36.3,671.7,210.9
9141,마포역_1,11440,마포구,55,52.3,1967.3,546
9142,마포역_2,11440,마포구,83,12.6,1967.3,377.7
9143,신촌역_1,11440,마포구,39,17.6,1682.3,635.9
9144,홍대입구역_1,11440,마포구,42,43.1,1920.4,652
9145,홍대입구역_2,11440,마포구,36,163.6,1636.8,669.1
9146,홍대입구역_3,11440,마포구,41,119.9,1764.1,773.7
9147,홍익대학교,11440,마포구,108,25.7,1920.4,716.1
9148,서대문역_1,11110,종로구,62,14.3,1672.7,345.6
9149,서대문역_2,11410,서대문구,80,16,1672.7,331.8
9150,신촌역_2,11410,서대문구,71,1.1,1682.3,524
9151,이대역,11410,서대문구,32,1.1,1682.3,455.8
9152,숙대입구역,11170,용산구,30,211.7,2084.7,694.3
9153,신용산역,11170,용산구,18,12.2,1441,671.9
9154,용산 전자상가_1,11170,용산구,108,11,1441,378.4
9155,용산 전자상가_2,11170,용산구,29,51.5,844.9,316
9156,용산 전자상가_3,11170,용산구,82,11,1375.9,313.9
9157,용산 전자상가_4,11170,용산구,54,14.1,1375.9,300.4
9158,용산 전자상가_5,11170,용산구,41,51.5,888,360.4
9159,용산구청,11170,용산구,25,47.8,2239.4,862.1
9160,이태원역,11170,용산구,39,122.6,2163.5,638.2
9161,한남오거리,11170,용산구,41,44.7,2637.8,641.4
9162,불광역_1,11380,은평구,38,72.4,884.7,434.4
9163,연신내역_1,11380,은평구,20,78.5,1053.6,545.1
9164,연신내역_2,11380,은평구,30,78.5,1053.6,438.6
9165,연신내역_3,11380,은평구,18,78.5,1053.6,535.6
9166,경복궁역_1,11110,종로구,44,22.3,1076.9,329.5
9167,경복궁역_2,11110,종로구,30,62.6,1076.9,394.5
9168,광화문역_1,11110,종로구,82,18.3,1086.5,334.2
9169,광화문역_2,11110,종로구,137,18.3,1086.5,303
9170,동대문시장_1,11110,종로구,60,18.8,1744.8,364.1
9171,동대문역_1,11110,종로구,27,96.1,1744.8,663.1
9172,동대문역_2,11110,종로구,47,18.8,1744.8,509.4
9173,안국역,11110,종로구,22,84.6,1703.9,467.7
9174,인사동,11110,종로구,98,52.8,1703.9,484.4
9175,종각역,11110,종로구,61,57.9,1179.4,395.2
9176,종각역 젊음의거리,11110,종로구,74,96,1292,467.5
9177,종로3가역_1,11110,종로구,58,64.8,1292,427.3
9178,종로3가역_2,11110,종로구,58,52.8,1292,377.8
9179,종로3가역_3,11110,종로구,28,81.9,1101.3,366.3
9180,종로5가역_1,11110,종로구,50,59.3,1088.1,293.1
9181,종로5가역_2,11110,종로구,59,59.3,1088.1,392.9
9182,종로5가역_3,11110,종로구,62,25.7,1744.8,391
9183,종로5가역_4,11110,종로구,39,59.3,1088.1,399.7
9184,종로구청,11110,종로구,133,27.7,1703.9,403.2
9185,종묘앞_1,11110,종로구,42,59.3,1088.1,306.3
9186,종묘앞_2,11110,종로구,36,59.3,933.4,258.6
9187,종묘앞_3,11110,종로구,35,59.3,1101.3,317.2
9188,혜화역 대학로_1,11110,종로구,25,122.3,1114.1,503.8
9189,혜화역 대학로_2,11110,종로구,23,122.3,1114.1,506.1
9190,혜화역 대학로_3,11110,종로구,28,122.3,1114.1,527.7
9191,남대문시장,11140,중구,71,88.6,1846,562.6
9192,동대문시장_2,11140,중구,75,15.2,1744.8,328.8
9193,동대문역사문화공원역,11140,중구,81,83.5,976,320.1
9194,롯데백화점 본점,11140,중구,88,77,1746.3,555.3
9195,명동,11140,중구,127,21.2,1846,542.3
9196,명동역,11140,중구,75,21.2,1846,532.9
9197,북창동,11140,중구,69,77,1746.3,479.5
9198,서울시청,11140,중구,95,27.4,1086.5,428.3
9199,시청역_1,11140,중구,100,72.5,1746.3,452.6
9200,시청역_2,11140,중구,136,9.1,1672.7,366.3
9201,신당역_1,11140,중구,48,14.5,1232.4,313.1
9202,신당역_2,11140,중구,60,18.8,1232.4,292
9203,약수역,11140,중구,28,67.1,1623.2,471.3
9204,을지로3가역_1,11140,중구,66,48,1177.3,386.8
9205,을지로3가역_2,11140,중구,79,54,1177.3,378.5
9206,을지로4가역,11140,중구,53,60.9,1088.1,313.9
9207,장충동 족발거리,11140,중구,27,116.7,968,472.5
9208,충무로역_1,11140,중구,52,22.9,1739.6,432.3
9209,충무로역_2,11140,중구,80,21.2,1739.6,398.5
9210,강서구청,11500,강서구,70,52.1,1833,370.6
9211,발산역,11500,강서구,86,7.3,763.6,185.5
9212,송정역,11500,강서구,25,63.9,1455,550.7
9213,가리봉시장(구로디지털오거리),11530,구로구,37,93.9,1347.2,632.7
9214,가산디지털단지역_2,11545,금천구,71,16.1,1366.2,397.7
9215,가산디지털단지역_3,11545,금천구,88,96.7,1366.2,509.3
9216,개봉동 현대아파트,11530,구로구,56,7.1,1748,268.3
9217,구로기계공구상_1,11530,구로구,47,46.4,1081.9,403.8
9218,구로기계공구상_2,11530,구로구,34,57.4,1003,388.7
9219,디지털단지오거리,11530,구로구,37,164.8,1347.2,655.1
9220,구로역,11530,구로구,40,20.9,1003,235.9
9221,구로중앙유통단지,11530,구로구,35,51.7,1152.4,463.3
9222,대림역,11530,구로구,49,27.1,1072.9,280.9
9223,신도림역,11530,구로구,82,24.3,1068.6,305.2
9224,오류동,11530,구로구,34,30.4,1954.6,428.9
9225,가산디지털단지역_1,11545,금천구,92,18.2,1553.8,374.1
9226,독산1동,11545,금천구,60,28.3,1144.4,391.5
9227,시흥1동,11545,금천구,32,118.3,1056.7,496.2
9229,시흥4동,11545,금천구,18,7.4,964.5,214.4
9230,등촌역,11470,양천구,36,10.1,1337.4,389.9
9231,목동 현대백화점,11470,양천구,54,52.5,3233.5,447.8
9232,목동사거리,11470,양천구,20,142.2,3233.5,778.1
9233,신정네거리역,11470,양천구,29,13.4,633.8,219.5
9234,오목교역,11470,양천구,34,101.9,1254.6,441.3
9235,국회의사당역_1,11560,영등포구,30,91.7,1203.6,430.6
9236,국회의사당역_2,11560,영등포구,51,29.7,1203.6,361.6
9237,당산역_1,11560,영등포구,46,22.6,1202.6,380
9238,당산역_2,11560,영등포구,65,54.5,1303.5,477.6
9239,문래동 주민센터,11560,영등포구,91,13.4,1229.1,236.8
9240,여의도역_1,11560,영등포구,112,25,1427.8,386.9
9241,여의도역_2,11560,영등포구,82,45.8,1242,458.9
9242,영등포구청역,11560,영등포구,23,75.2,1403.8,453.1
9243,영등포시장역,11560,영등포구,66,24.5,1753.7,486.9
9244,영등포역_1,11560,영등포구,69,16.6,1753.7,491.8
9245,영등포역_2,11560,영등포구,64,24.8,1753.7,541.2
9246,영등포역_3,11560,영등포구,73,13.6,1497,355.4
9247,영등포유통상가,11560,영등포구,50,31.9,736.6,255.2
9248,고덕역,11740,강동구,32,41.3,486.3,192
9249,길동역,11740,강동구,54,51.3,1150.7,504.9
9250,둔촌동역,11740,강동구,32,25.1,1150.7,361.9
9251,명일역,11740,강동구,25,13.8,752.2,344.2
9252,천호역_1,11740,강동구,40,146.9,1744.3,558.9
9253,천호역_2,11740,강동구,66,55.8,1744.3,507.5
